 X,Y,Z,U,V,W,R
   652.20036 ,   698.43974 ,  -185.42124 ,     0.00094 ,    -0.00045 ,     0.00070 ,     4.77125
   732.85123 ,   747.18291 ,    28.80573 ,     0.00044 ,    -0.00044 ,     0.00073 ,     5.82165
   701.14094 ,   732.84506 ,    26.91262 ,    -0.00012 ,    -0.00045 ,     0.00095 ,     4.78585
   624.61416 ,   782.89243 ,   -92.25476 ,     0.00001 ,    -0.00093 ,     0.00057 ,     4.74049
   680.70977 ,   725.11093 ,   137.84462 ,    -0.00078 ,     0.00022 ,    -0.00027 ,     4.19691
   692.82665 ,   823.53289 ,    -9.31238 ,    -0.00060 ,     0.00088 ,     0.00086 ,     5.46751
   633.57298 ,   570.15957 ,  -112.52539 ,     0.00037 ,    -0.00048 ,     0.00060 ,     4.43911
   703.94705 ,   688.33540 ,   -10.88134 ,     0.00046 ,     0.00029 ,     0.00031 ,     5.92719
   715.98305 ,   640.05327 ,  -136.56681 ,    -0.00059 ,     0.00024 ,     0.00087 ,     4.70492
   693.99664 ,   800.26210 ,  -139.93671 ,    -0.00089 ,     0.00072 ,    -0.00060 ,     4.67167
   722.01899 ,   736.45088 ,    62.95760 ,     0.00082 ,    -0.00005 ,    -0.00013 ,     4.87133
   734.95148 ,   717.40634 ,    32.44883 ,    -0.00091 ,    -0.00033 ,    -0.00064 ,     5.24224
   671.62062 ,   596.35579 ,    60.11333 ,     0.00029 ,     0.00031 ,    -0.00052 ,     4.28661
   548.33935 ,   745.90157 ,   -10.65144 ,    -0.00090 ,    -0.00086 ,    -0.00065 ,     5.03936
   711.50000 ,   695.99356 ,     7.75489 ,     0.00032 ,    -0.00013 ,    -0.00016 ,     5.63561
   726.07778 ,   680.72802 ,   -32.46007 ,    -0.00088 ,    -0.00049 ,     0.00010 ,     5.62406
   667.80558 ,   647.39047 ,   100.92483 ,    -0.00013 ,     0.00086 ,    -0.00044 ,     5.18940
   764.37740 ,   590.81829 ,    84.80697 ,    -0.00038 ,    -0.00070 ,    -0.00093 ,     4.21594
   697.98646 ,   736.01412 ,  -183.80974 ,    -0.00023 ,    -0.00086 ,    -0.00043 ,     4.26102
   723.67478 ,   767.94828 ,  -102.38860 ,     0.00095 ,    -0.00024 ,    -0.00091 ,     4.43396
   729.44985 ,   744.04664 ,   154.97547 ,     0.00071 ,     0.00062 ,    -0.00042 ,     5.77826
   662.86425 ,   698.60877 ,    22.60594 ,    -0.00073 ,     0.00094 ,    -0.00054 ,     5.81899
   770.83374 ,   577.65159 ,   -89.37609 ,     0.00065 ,     0.00092 ,    -0.00075 ,     5.35335
   769.13771 ,   802.99428 ,    32.29039 ,    -0.00065 ,    -0.00058 ,    -0.00066 ,     4.30949
   622.37469 ,   694.62561 ,  -125.12603 ,    -0.00070 ,     0.00059 ,    -0.00078 ,     4.06796
   718.94222 ,   704.78365 ,     0.86691 ,    -0.00079 ,     0.00054 ,    -0.00099 ,     5.03272
   676.29624 ,   728.05114 ,    52.48189 ,     0.00017 ,    -0.00053 ,    -0.00029 ,     5.19906
   756.77668 ,   635.07641 ,   -94.59590 ,     0.00006 ,    -0.00097 ,    -0.00072 ,     4.98761
   727.70936 ,   682.77166 ,    31.35245 ,     0.00071 ,     0.00024 ,     0.00045 ,     5.35122
   758.47315 ,   685.75984 ,   -18.09342 ,     0.00021 ,     0.00095 ,     0.00018 ,     4.07825
   780.15352 ,   757.32066 ,  -124.14626 ,    -0.00044 ,    -0.00066 ,     0.00067 ,     4.58357
   742.51567 ,   549.64705 ,    87.67666 ,     0.00067 ,    -0.00076 ,    -0.00028 ,     5.94370
   623.48425 ,   772.43766 ,   -76.48965 ,    -0.00041 ,     0.00052 ,     0.00087 ,     4.23958
   727.68573 ,   687.56760 ,    44.50394 ,    -0.00080 ,    -0.00026 ,    -0.00022 ,     4.34577
   747.20462 ,   649.18396 ,   -91.90099 ,    -0.00066 ,     0.00047 ,    -0.00045 ,     4.67272
   667.92423 ,   691.93782 ,    -1.89802 ,    -0.00074 ,     0.00099 ,    -0.00095 ,     4.06952
   733.91781 ,   696.26019 ,    25.04754 ,     0.00002 ,    -0.00040 ,    -0.00098 ,     4.47799
   662.96941 ,   645.92020 ,   119.79973 ,     0.00098 ,    -0.00046 ,     0.00085 ,     4.14039
   839.80629 ,   744.25989 ,   -36.60848 ,    -0.00029 ,     0.00023 ,    -0.00088 ,     4.94218
   691.57264 ,   692.94750 ,    51.20665 ,     0.00079 ,     0.00036 ,    -0.00027 ,     4.95235
   684.19912 ,   691.70621 ,  -100.75760 ,     0.00079 ,    -0.00088 ,    -0.00024 ,     4.43893
   779.51971 ,   610.24590 ,   -19.51243 ,    -0.00049 ,     0.00027 ,     0.00064 ,     4.38869
   705.11256 ,   692.37840 ,   -82.32995 ,     0.00039 ,     0.00041 ,     0.00095 ,     4.61380
   719.20916 ,   663.91569 ,     5.61252 ,     0.00037 ,     0.00045 ,    -0.00053 ,     4.33031
   545.60174 ,   624.00953 ,    29.50980 ,    -0.00049 ,     0.00009 ,     0.00080 ,     5.35246
   715.73626 ,   706.07239 ,   -38.45734 ,     0.00085 ,     0.00036 ,    -0.00092 ,     5.56738
   692.06451 ,   674.16360 ,   -58.28565 ,     0.00062 ,    -0.00042 ,     0.00088 ,     4.18015
   698.44047 ,   706.65052 ,    84.98433 ,     0.00086 ,    -0.00092 ,    -0.00022 ,     4.32329
   591.00384 ,   726.99182 ,   -94.67173 ,    -0.00035 ,     0.00092 ,     0.00004 ,     4.41650
   723.59430 ,   748.51778 ,    -5.56500 ,     0.00030 ,    -0.00059 ,    -0.00056 ,     4.69025
   646.32801 ,   758.18205 ,    71.43517 ,     0.00049 ,    -0.00005 ,    -0.00057 ,     5.58632
   708.46733 ,   746.44438 ,   -72.54870 ,     0.00033 ,     0.00029 ,     0.00096 ,     5.10173
   703.90160 ,   782.34198 ,    55.21184 ,     0.00039 ,     0.00004 ,    -0.00059 ,     4.68843
   744.58412 ,   724.89318 ,     9.76221 ,    -0.00011 ,    -0.00017 ,     0.00092 ,     5.42366
   719.98945 ,   689.70190 ,   136.72263 ,     0.00051 ,     0.00005 ,     0.00014 ,     4.57822
   630.45160 ,   793.21105 ,  -124.49669 ,    -0.00077 ,     0.00088 ,     0.00005 ,     4.87337
   727.80759 ,   715.27326 ,   -15.53204 ,     0.00095 ,     0.00001 ,    -0.00036 ,     4.51896
   681.32781 ,   582.15163 ,    74.75787 ,     0.00041 ,     0.00056 ,     0.00006 ,     4.23663
   700.75655 ,   702.58194 ,   -13.18959 ,     0.00033 ,     0.00039 ,     0.00060 ,     4.91196
   762.82367 ,   820.06619 ,    -1.65976 ,     0.00039 ,     0.00089 ,    -0.00043 ,     5.90980
   676.61426 ,   702.96367 ,    66.99680 ,    -0.00098 ,     0.00062 ,     0.00026 ,     4.87402
   683.59251 ,   673.80520 ,    19.50645 ,     0.00081 ,    -0.00078 ,     0.00085 ,     4.13728
   682.43834 ,   547.38504 ,     5.52944 ,     0.00093 ,    -0.00012 ,    -0.00093 ,     5.33696
   788.00569 ,   815.03310 ,   -20.78945 ,    -0.00085 ,    -0.00057 ,    -0.00093 ,     4.33599
   657.28022 ,   520.31793 ,   -15.41549 ,     0.00073 ,     0.00035 ,     0.00004 ,     5.70075
   682.78974 ,   688.26485 ,    78.68222 ,    -0.00063 ,     0.00013 ,    -0.00065 ,     5.24803
   700.27485 ,   683.46402 ,   132.34632 ,     0.00037 ,    -0.00081 ,     0.00004 ,     4.31465
   708.40891 ,   731.20555 ,   -42.62995 ,     0.00008 ,    -0.00065 ,    -0.00061 ,     4.84864
   745.82133 ,   851.86861 ,    65.33051 ,    -0.00031 ,     0.00090 ,    -0.00007 ,     5.61186
   695.01091 ,   742.89731 ,    56.75097 ,    -0.00002 ,     0.00064 ,    -0.00078 ,     5.04607
   662.51039 ,   831.08527 ,  -126.57458 ,    -0.00057 ,     0.00030 ,    -0.00056 ,     4.92309
   686.71900 ,   791.97816 ,   -51.71832 ,    -0.00098 ,     0.00048 ,    -0.00044 ,     4.65346
   675.13023 ,   673.51117 ,    -1.14493 ,     0.00047 ,    -0.00029 ,    -0.00005 ,     5.31014
   713.72579 ,   749.19542 ,    -2.52440 ,    -0.00015 ,     0.00066 ,    -0.00062 ,     4.23690
   757.07359 ,   708.52500 ,   -18.04118 ,    -0.00070 ,    -0.00060 ,    -0.00063 ,     4.91085
   744.52613 ,   683.42868 ,    98.01964 ,     0.00030 ,     0.00005 ,     0.00045 ,     5.54934
   669.20590 ,   721.28023 ,   -64.77655 ,    -0.00079 ,    -0.00033 ,     0.00008 ,     4.06262
   727.53605 ,   661.03794 ,   -24.41501 ,     0.00036 ,    -0.00016 ,     0.00085 ,     4.92463
   707.86755 ,   706.03188 ,    63.70201 ,     0.00010 ,     0.00075 ,    -0.00033 ,     5.26180
   537.55005 ,   749.66695 ,   -28.37449 ,    -0.00081 ,     0.00013 ,    -0.00005 ,     4.92373
   700.19309 ,   696.92111 ,    67.31691 ,     0.00021 ,    -0.00034 ,     0.00056 ,     5.98718
   700.84209 ,   655.63969 ,   -14.49073 ,    -0.00038 ,     0.00092 ,    -0.00045 ,     5.08069
   817.53515 ,   773.67814 ,    -1.26974 ,     0.00046 ,     0.00097 ,    -0.00021 ,     4.56655
   713.85096 ,   683.83071 ,   -27.95174 ,    -0.00092 ,    -0.00022 ,     0.00073 ,     4.49454
   529.14763 ,   782.73458 ,    16.22931 ,     0.00041 ,     0.00055 ,     0.00027 ,     4.61693
   729.26086 ,   732.65895 ,  -177.30807 ,    -0.00043 ,    -0.00035 ,    -0.00016 ,     5.35829
   679.62377 ,   801.24169 ,   122.59700 ,     0.00100 ,    -0.00059 ,     0.00033 ,     4.41944
   696.78705 ,   686.24017 ,    93.94659 ,    -0.00018 ,     0.00056 ,    -0.00030 ,     5.12052
   697.75650 ,   627.84311 ,    74.48645 ,    -0.00098 ,    -0.00065 ,     0.00095 ,     4.08766
   695.62831 ,   533.02942 ,    15.25386 ,     0.00005 ,    -0.00001 ,    -0.00088 ,     5.45658
   739.44309 ,   678.32270 ,   156.61598 ,    -0.00066 ,    -0.00094 ,    -0.00053 ,     4.43923
   703.55399 ,   694.77453 ,    21.30014 ,     0.00032 ,    -0.00053 ,     0.00091 ,     5.51610
   580.01986 ,   661.63888 ,  -112.97723 ,    -0.00039 ,    -0.00086 ,    -0.00016 ,     5.32958
   796.56054 ,   682.99062 ,    -0.52855 ,    -0.00008 ,    -0.00005 ,    -0.00088 ,     4.65262
   683.33224 ,   716.98569 ,   181.17936 ,     0.00055 ,     0.00053 ,    -0.00056 ,     5.07556
   558.93796 ,   698.07590 ,   -95.25101 ,    -0.00092 ,     0.00065 ,    -0.00029 ,     4.48328
   743.35674 ,   829.53575 ,    21.70597 ,    -0.00088 ,    -0.00063 ,     0.00009 ,     5.78122
   708.33761 ,   735.21801 ,   -23.06054 ,     0.00037 ,     0.00059 ,    -0.00064 ,     4.06737
   696.45457 ,   680.82888 ,   -28.95002 ,    -0.00049 ,     0.00003 ,     0.00074 ,     5.83816
   725.92965 ,   610.76045 ,    53.15151 ,     0.00052 ,     0.00019 ,    -0.00007 ,     4.06712
   687.85410 ,   669.99027 ,    96.17218 ,     0.00053 ,    -0.00004 ,     0.00010 ,     5.88622
   586.41849 ,   633.81743 ,    47.83134 ,     0.00056 ,     0.00079 ,    -0.00095 ,     5.15197
   625.58778 ,   720.83205 ,    52.74240 ,     0.00007 ,     0.00037 ,     0.00030 ,     4.78022
   553.77647 ,   628.48703 ,    48.73618 ,     0.00025 ,    -0.00002 ,    -0.00024 ,     4.04506
   725.65785 ,   701.76658 ,   -14.69553 ,     0.00083 ,    -0.00094 ,     0.00070 ,     4.47956
   655.14138 ,   728.19339 ,   143.85849 ,    -0.00080 ,    -0.00098 ,    -0.00047 ,     4.09478
   741.03750 ,   704.10807 ,   -10.39171 ,     0.00026 ,    -0.00075 ,     0.00095 ,     5.87834
   728.78743 ,   694.91974 ,  -141.82614 ,    -0.00026 ,     0.00053 ,     0.00038 ,     4.11103
   689.45635 ,   667.29984 ,   -39.44674 ,    -0.00092 ,     0.00078 ,    -0.00065 ,     4.31689
   711.19518 ,   683.59979 ,   176.43121 ,    -0.00001 ,     0.00063 ,     0.00069 ,     4.15503
   622.86004 ,   839.03195 ,    57.14872 ,    -0.00026 ,     0.00059 ,    -0.00018 ,     5.92685
   629.90835 ,   804.04234 ,    40.78466 ,    -0.00007 ,    -0.00095 ,     0.00073 ,     5.36813
   743.06615 ,   717.63815 ,     3.38423 ,    -0.00019 ,     0.00033 ,    -0.00072 ,     4.12258
   682.12315 ,   660.91532 ,    46.81926 ,     0.00077 ,    -0.00090 ,    -0.00045 ,     5.99625
   640.21073 ,   669.48807 ,  -161.46353 ,    -0.00046 ,     0.00049 ,     0.00094 ,     5.79122
   686.42033 ,   720.24244 ,    93.38666 ,     0.00052 ,    -0.00044 ,     0.00034 ,     5.58637
   647.93634 ,   712.51173 ,   -69.03066 ,     0.00049 ,    -0.00069 ,     0.00062 ,     4.99972
   755.36087 ,   672.50096 ,   -77.32648 ,    -0.00015 ,    -0.00099 ,     0.00030 ,     5.99397
   730.66110 ,   763.11477 ,    73.94242 ,     0.00020 ,    -0.00034 ,    -0.00032 ,     4.67734
   671.58134 ,   651.14975 ,   173.90139 ,    -0.00077 ,    -0.00066 ,    -0.00015 ,     5.19718
   746.85069 ,   683.45667 ,   -48.58531 ,     0.00013 ,     0.00029 ,    -0.00016 ,     5.80864
   708.36415 ,   697.82115 ,   139.56742 ,    -0.00076 ,    -0.00079 ,     0.00099 ,     5.53722
   691.11728 ,   774.13840 ,    55.41706 ,    -0.00015 ,    -0.00036 ,    -0.00087 ,     5.60706
   645.11839 ,   733.46731 ,   163.54989 ,    -0.00004 ,    -0.00003 ,     0.00028 ,     5.01142
   712.80228 ,   749.11747 ,    58.01971 ,    -0.00066 ,     0.00055 ,     0.00007 ,     5.17061
   692.18595 ,   674.35923 ,    28.56178 ,     0.00090 ,    -0.00059 ,     0.00056 ,     4.60606
   754.26738 ,   692.04508 ,     2.02803 ,    -0.00070 ,    -0.00090 ,    -0.00046 ,     4.17302
   638.12031 ,   668.95068 ,   142.81606 ,     0.00018 ,    -0.00046 ,    -0.00091 ,     5.17833
   663.45322 ,   707.88522 ,    48.40897 ,     0.00009 ,    -0.00045 ,    -0.00073 ,     5.09720
   625.94511 ,   817.40553 ,    -3.74953 ,     0.00055 ,    -0.00055 ,     0.00026 ,     4.92140
   719.54120 ,   762.22507 ,    28.60886 ,    -0.00073 ,     0.00092 ,    -0.00086 ,     4.99820
   725.71019 ,   680.35483 ,   -54.14745 ,     0.00099 ,    -0.00014 ,     0.00072 ,     4.51378
   648.13657 ,   678.49401 ,   124.69464 ,    -0.00008 ,    -0.00035 ,    -0.00042 ,     4.60683
   674.52208 ,   715.73227 ,   -84.98933 ,     0.00069 ,    -0.00003 ,    -0.00062 ,     5.80857
   727.45029 ,   713.52962 ,    64.83010 ,     0.00078 ,    -0.00065 ,     0.00068 ,     5.44363
   647.25295 ,   532.67542 ,   -13.18508 ,     0.00049 ,    -0.00007 ,    -0.00017 ,     4.40208
   808.31958 ,   605.06059 ,    67.03598 ,     0.00021 ,    -0.00078 ,    -0.00010 ,     5.52401
   788.36654 ,   701.16754 ,   -67.04650 ,    -0.00080 ,     0.00040 ,     0.00076 ,     5.97325
   743.80398 ,   712.71781 ,   -29.02213 ,    -0.00023 ,     0.00095 ,    -0.00027 ,     5.20983
   705.04596 ,   671.64037 ,  -142.35044 ,     0.00085 ,    -0.00025 ,     0.00008 ,     5.70055
   552.93002 ,   727.57163 ,  -119.83485 ,    -0.00088 ,     0.00050 ,     0.00039 ,     5.19466
   712.48931 ,   723.31900 ,    81.53010 ,    -0.00085 ,    -0.00002 ,    -0.00087 ,     4.33944
   667.03955 ,   715.43493 ,   -25.45529 ,     0.00016 ,     0.00011 ,    -0.00057 ,     5.36756
   705.17352 ,   652.76939 ,    21.95986 ,     0.00059 ,    -0.00061 ,     0.00026 ,     4.59127
   713.20006 ,   834.00740 ,   103.76367 ,    -0.00057 ,     0.00018 ,     0.00014 ,     4.97862
   876.97813 ,   672.75516 ,   -37.57961 ,    -0.00100 ,    -0.00084 ,     0.00036 ,     4.75535
   737.28667 ,   596.20619 ,   105.69410 ,    -0.00036 ,     0.00071 ,     0.00045 ,     4.01409
   715.70147 ,   655.80422 ,     7.51435 ,     0.00049 ,     0.00035 ,     0.00096 ,     4.25773
   718.80142 ,   689.71261 ,    24.64229 ,     0.00069 ,    -0.00028 ,    -0.00054 ,     5.05919
   714.19954 ,   802.11356 ,   116.01959 ,     0.00035 ,     0.00049 ,     0.00008 ,     5.59127
   727.37091 ,   683.13108 ,    63.41322 ,    -0.00092 ,    -0.00035 ,     0.00068 ,     4.18622
   686.66623 ,   686.84685 ,  -178.76800 ,    -0.00001 ,     0.00019 ,     0.00081 ,     4.46303
   751.57910 ,   583.90522 ,    84.99943 ,     0.00077 ,     0.00057 ,    -0.00031 ,     4.04498
   684.44607 ,   750.57795 ,   -32.94840 ,    -0.00036 ,     0.00032 ,     0.00042 ,     5.16283
   567.00373 ,   726.52709 ,   -30.21165 ,    -0.00068 ,    -0.00049 ,     0.00002 ,     4.19783
   750.60496 ,   622.81237 ,    27.45177 ,     0.00007 ,     0.00008 ,    -0.00072 ,     5.47586
   591.09884 ,   621.12399 ,    56.36040 ,    -0.00001 ,     0.00056 ,    -0.00068 ,     4.84771
   712.52453 ,   738.61247 ,   -32.78140 ,    -0.00012 ,     0.00095 ,     0.00016 ,     5.82112
   578.40532 ,   816.13356 ,    28.98643 ,     0.00017 ,    -0.00004 ,     0.00073 ,     5.17009
   650.27037 ,   661.11266 ,   -25.75299 ,     0.00083 ,     0.00023 ,    -0.00055 ,     4.79114
   715.09165 ,   675.99480 ,    28.39503 ,     0.00096 ,    -0.00026 ,    -0.00027 ,     4.84539
   707.45365 ,   623.10418 ,   -24.15566 ,     0.00030 ,    -0.00039 ,    -0.00088 ,     4.95478
   729.43948 ,   751.75645 ,  -167.74191 ,    -0.00014 ,    -0.00018 ,     0.00077 ,     4.58533
   705.97778 ,   657.26994 ,   -28.80493 ,     0.00027 ,    -0.00047 ,     0.00000 ,     5.60439
   636.05924 ,   685.15931 ,   -32.39588 ,    -0.00096 ,     0.00014 ,     0.00071 ,     5.65772
   753.88613 ,   654.43213 ,    54.12303 ,     0.00069 ,    -0.00002 ,    -0.00013 ,     5.66126
   553.51587 ,   637.67559 ,    40.66433 ,    -0.00016 ,     0.00095 ,    -0.00007 ,     4.70939
   651.97720 ,   650.96015 ,   -15.61643 ,     0.00083 ,     0.00023 ,    -0.00088 ,     4.21585
   762.37652 ,   556.82425 ,   -55.17935 ,     0.00002 ,    -0.00022 ,     0.00045 ,     5.49575
   679.54119 ,   789.56145 ,    -6.99817 ,     0.00087 ,    -0.00024 ,     0.00004 ,     4.26713
   538.33838 ,   737.31113 ,    77.44390 ,     0.00005 ,     0.00006 ,    -0.00036 ,     5.70885
   659.75249 ,   724.93719 ,   -90.10816 ,    -0.00053 ,    -0.00013 ,     0.00044 ,     4.33968
   742.71026 ,   691.38524 ,    -4.18052 ,     0.00058 ,    -0.00095 ,    -0.00046 ,     5.35669
   794.35206 ,   673.08327 ,   -54.15484 ,     0.00021 ,     0.00067 ,     0.00044 ,     4.94048
   760.20677 ,   712.20144 ,   -62.60246 ,     0.00042 ,     0.00033 ,     0.00016 ,     4.07861
   676.41664 ,   729.92503 ,  -184.74957 ,    -0.00015 ,    -0.00003 ,     0.00038 ,     5.70387
   687.76662 ,   694.88245 ,   156.14988 ,     0.00002 ,     0.00050 ,     0.00012 ,     4.11728
   687.65248 ,   731.47815 ,    22.11549 ,     0.00089 ,     0.00007 ,     0.00078 ,     5.39491
   723.89142 ,   640.90397 ,    12.00082 ,     0.00068 ,    -0.00087 ,     0.00027 ,     5.39158
   805.14014 ,   700.98154 ,    92.71066 ,     0.00098 ,     0.00056 ,     0.00066 ,     4.55939
   786.61861 ,   717.42583 ,    45.43059 ,    -0.00061 ,     0.00003 ,    -0.00081 ,     4.76978
   696.39457 ,   721.84948 ,     8.36316 ,    -0.00091 ,     0.00057 ,     0.00089 ,     5.04082
   679.00480 ,   684.60417 ,  -114.56455 ,     0.00030 ,    -0.00088 ,     0.00100 ,     4.92483
   713.55903 ,   754.42118 ,   174.75276 ,    -0.00077 ,     0.00015 ,    -0.00009 ,     5.69643
   702.06084 ,   707.54424 ,   178.98987 ,    -0.00091 ,    -0.00055 ,    -0.00089 ,     5.21394
   626.47225 ,   629.89305 ,    -6.37702 ,     0.00092 ,     0.00068 ,    -0.00052 ,     4.77772
   672.84003 ,   657.99047 ,  -125.57461 ,     0.00067 ,     0.00045 ,     0.00007 ,     5.40693
   805.79379 ,   653.06266 ,  -121.34003 ,     0.00063 ,    -0.00004 ,    -0.00041 ,     5.61714
   769.85103 ,   801.06768 ,    13.82602 ,     0.00087 ,    -0.00007 ,     0.00032 ,     5.09308
   726.39508 ,   700.93564 ,    21.01191 ,     0.00086 ,     0.00078 ,     0.00030 ,     4.92728
   665.49612 ,   679.89322 ,    13.45024 ,    -0.00031 ,     0.00078 ,    -0.00055 ,     5.20767
   762.96464 ,   743.61806 ,   -27.62526 ,     0.00003 ,     0.00062 ,     0.00040 ,     4.77076
   602.91327 ,   602.86101 ,   -18.73598 ,    -0.00091 ,     0.00046 ,    -0.00066 ,     5.93964
   765.89461 ,   721.62226 ,   -90.64697 ,    -0.00035 ,     0.00052 ,    -0.00076 ,     4.82549
   770.85265 ,   705.36251 ,   -72.92711 ,     0.00004 ,    -0.00084 ,     0.00071 ,     5.54844
   820.97289 ,   700.36145 ,     9.09056 ,     0.00061 ,     0.00059 ,    -0.00007 ,     4.16514
   595.78814 ,   716.08978 ,    54.73679 ,    -0.00063 ,     0.00074 ,     0.00046 ,     5.00801
   644.99370 ,   836.27121 ,    51.10047 ,     0.00095 ,     0.00092 ,     0.00029 ,     4.70744
   739.87062 ,   701.54461 ,     4.30506 ,     0.00020 ,    -0.00095 ,    -0.00043 ,     5.78913
   710.47939 ,   705.13239 ,   -61.39038 ,     0.00077 ,    -0.00024 ,    -0.00029 ,     5.27770
   693.91672 ,   709.87481 ,     7.74611 ,    -0.00028 ,    -0.00065 ,    -0.00069 ,     4.60585
   705.39090 ,   700.46285 ,    90.42790 ,     0.00084 ,    -0.00020 ,    -0.00015 ,     5.29639
   678.86458 ,   555.15687 ,    48.69934 ,    -0.00019 ,     0.00100 ,     0.00049 ,     5.17539
   698.54716 ,   652.46224 ,    13.77039 ,     0.00005 ,    -0.00013 ,    -0.00024 ,     4.46938
   654.84653 ,   743.06685 ,   -28.28641 ,    -0.00071 ,     0.00078 ,     0.00056 ,     4.69030
   684.12797 ,   699.72950 ,   -16.40792 ,     0.00039 ,    -0.00035 ,    -0.00082 ,     5.68314
   705.20085 ,   685.44623 ,   -66.44482 ,     0.00038 ,     0.00065 ,    -0.00076 ,     5.11156
   725.14996 ,   730.77883 ,     6.20285 ,     0.00062 ,     0.00084 ,     0.00068 ,     4.54766
   619.18252 ,   794.51642 ,    41.87587 ,    -0.00005 ,    -0.00086 ,    -0.00045 ,     4.39699
   702.52195 ,   693.79906 ,    39.89684 ,     0.00054 ,    -0.00075 ,    -0.00069 ,     4.72827
   697.37397 ,   747.57256 ,    -2.67826 ,    -0.00036 ,    -0.00062 ,     0.00068 ,     4.31272
   661.73665 ,   770.17197 ,  -119.74352 ,     0.00029 ,    -0.00048 ,    -0.00010 ,     5.15608
   680.12369 ,   771.42695 ,    22.10358 ,     0.00001 ,     0.00030 ,     0.00061 ,     5.33350
   740.19467 ,   790.55256 ,   152.58574 ,     0.00099 ,    -0.00039 ,    -0.00035 ,     4.90470
   760.02196 ,   712.99982 ,    82.03620 ,     0.00076 ,    -0.00003 ,    -0.00052 ,     4.65763
   704.62158 ,   876.88356 ,    10.25075 ,     0.00070 ,     0.00001 ,     0.00057 ,     4.99476
